comercializador,nome,tipo,segmento,faturacao,pagamento,opcao_horaria_e_ciclo,potencia_kva,preco_potencia_dia,formula_calculo,tar_incluida_energia,tar_incluida_potencia,financiamento_tse_incluido,desconto_fatura_mes,desconto_meses_limite,site_adesao,notas
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Simples,20.7,1.2309,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Diário,1.15,0.1573,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Diário,2.3,0.2145,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Diário,3.45,0.2718,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Diário,4.6,0.3491,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Diário,5.75,0.4064,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Diário,6.9,0.4636,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Diário,10.35,0.6654,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Diário,13.8,0.8372,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Diário,17.25,1.0091,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Diário,20.7,1.2309,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,1.15,0.1573,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,2.3,0.2145,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,3.45,0.2718,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,4.6,0.3491,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,5.75,0.4064,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,6.9,0.4636,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,10.35,0.6654,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,13.8,0.8372,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,17.25,1.0091,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Bi-horário - Ciclo Semanal,20.7,1.2309,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,1.15,0.1573,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,2.3,0.2145,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,3.45,0.2718,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,4.6,0.3491,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,5.75,0.4064,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,6.9,0.4636,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,10.35,0.6654,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,13.8,0.8372,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,17.25,1.0091,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Diário,20.7,1.2309,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário > 20.7 kVA - Ciclo Diário,27.6,1.5748,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário > 20.7 kVA - Ciclo Diário,34.5,1.931,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário > 20.7 kVA - Ciclo Diário,41.4,2.2872,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,1.15,0.1573,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,2.3,0.2145,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,3.45,0.2718,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,4.6,0.3491,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,5.75,0.4064,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,6.9,0.4636,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,10.35,0.6654,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,13.8,0.8372,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,17.25,1.0091,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário - Ciclo Semanal,20.7,1.2309,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário > 20.7 kVA - Ciclo Semanal,27.6,1.5748,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário > 20.7 kVA - Ciclo Semanal,34.5,1.931,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
Luzboa,Luzboa - BTN SPOTDEF,Indexado Média,Doméstico e Não Doméstico,"Fatura eletrónica, Fatura em papel","Débito Direto, Multibanco",Tri-horário > 20.7 kVA - Ciclo Semanal,41.4,2.2872,(OMIE/1000+Luzboa_CGS)*PERDAS*Luzboa_FA+Luzboa_Kp,False,True,False,,,https://www.luzboa.pt/tarifas/domestico/1,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Simples,1.15,0.0844,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Simples,2.3,0.1416,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Simples,3.45,0.1989,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Simples,4.6,0.2562,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Simples,5.75,0.3135,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Simples,6.9,0.3707,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Simples,10.35,0.5425,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Simples,13.8,0.7143,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Simples,17.25,0.8862,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Simples,20.7,1.058,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,1.15,0.0844,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,2.3,0.1416,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,3.45,0.1989,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,4.6,0.2562,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,5.75,0.3135,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,6.9,0.3707,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,10.35,0.5425,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,13.8,0.7143,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,17.25,0.8862,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Diário,20.7,1.058,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,1.15,0.0844,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,2.3,0.1416,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,3.45,0.1989,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,4.6,0.2562,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,5.75,0.3135,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,6.9,0.3707,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,10.35,0.5425,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,13.8,0.7143,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,17.25,0.8862,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Bi-horário - Ciclo Semanal,20.7,1.058,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
Luzigás,LUZiGÁS - Super Lig Index,Indexado Média,Doméstico e Não Doméstico,Fatura eletrónica,Débito Direto,Tri-horário - Ciclo Diário,1.15,0.0844,(OMIE/1000+Luzigas_D_K+ Luzigas_CGS)*PERDAS,False,True,False,,,https://www.luzigas.pt/eletricidade-adesao-online/,
